,Title,Year,Worldwide,Domestic
2903,Proteus: A Nineteenth Century Vision,2005,1246,1246
2904,Spooky House 2005 Re-release,2005,637,637
2905,Steve + Sky,2005,624,624
2906,The Comedians of Comedy,2005,549,549
2907,The Dark Hours,2005,423,423
2908,Pirates of the Caribbean: Dead Man's Chest,2006,1066179725,423315812
2909,The Da Vinci Code,2006,758239851,217536138
2910,Ice Age: The Meltdown,2006,660940780,195330621
2911,Casino Royale,2006,599045960,167445960
2912,Night at the Museum,2006,574480841,250863268
2913,Cars,2006,461983149,244082982
2914,X-Men: The Last Stand,2006,459256008,234362462
2915,Superman Returns,2006,391081192,200081192
2916,Happy Feet,2006,384335608,198000317
2917,Over the Hedge,2006,336002996,155019340
2918,The Devil Wears Prada,2006,326551094,124740460
2919,The Pursuit of Happyness,2006,307077295,163566459
2920,The Departed,2006,291465034,132384315
2921,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,261572744,128505958
2922,Eragon,2006,249488115,75030163
2923,Click,2006,237681299,137355633
2924,The Holiday,2006,205135175,63224849
2925,The Break-Up,2006,204963084,118703275
2926,Open Season,2006,197309027,85105259
2927,Inside Man,2006,184376254,88513495
2928,Poseidon,2006,181674817,60674817
2929,Deja Vu,2006,180557550,64038616
2930,Scary Movie 4,2006,178262620,90710620
2931,Flushed Away,2006,178120010,64665672
2932,Blood Diamond,2006,171720398,57377916
2933,Saw III,2006,164874275,80238724
2934,Miami Vice,2006,163794509,63450470
2935,World Trade Center,2006,162970240,70278893
2936,Talladega Nights: The Ballad of Ricky Bobby,2006,162966177,148213377
2937,The Pink Panther,2006,158851357,82226474
2938,The Fast and the Furious: Tokyo Drift,2006,158468292,62514415
2939,Rocky Balboa,2006,155721132,70270943
2940,Dreamgirls,2006,154937680,103365956
2941,Charlotte's Web,2006,144877632,82985708
2942,Garfield: A Tail of Two Kitties,2006,141702264,28426747
2943,Monster House,2006,140175006,73661010
2944,Big Momma's House 2,2006,138259062,70165972
2945,Babel,2006,135330182,34302837
2946,Perfume: The Story of a Murderer,2006,135039924,2223293
2947,V for Vendetta,2006,132511035,70511035
2948,"You, Me and Dupree",2006,130431368,75628110
2949,Failure to Launch,2006,128402901,88715192
2950,The Queen,2006,123384128,56441711
2951,Apocalypto,2006,120654337,50866635
2952,Eight Below,2006,120455994,81612565
2953,The Omen,2006,119498909,54607383
2954,Final Destination 3,2006,117719158,54098051
2955,Barnyard,2006,116476887,72637803
2956,The Lake House,2006,114830111,52330111
2957,Step Up,2006,114194847,65328121
2958,Underworld: Evolution,2006,111340801,62318875
2959,The Santa Clause 3: The Escape Clause,2006,110768122,84500122
2960,The Prestige,2006,109676311,53089891
2961,Arthur and the Invisibles,2006,107944236,15132763
2962,The Wild,2006,102338515,37384046
2963,Little Man,2006,101595121,58645052
2964,Little Miss Sunshine,2006,100523181,59891098
2965,The Good Shepherd,2006,100266865,59952835
2966,Nacho Libre,2006,99255460,80197993
2967,Deep Sea,2006,98177317,46405110
2968,Silent Hill,2006,97607453,46982632
2969,The Guardian,2006,94973540,55011732
2970,The Host,2006,89431890,2201923
2971,The Illusionist,2006,87892388,39868642
2972,RV,2006,87528173,71726025
2973,The Shaggy Dog,2006,87134280,61123569
2974,Volver,2006,85585177,12899867
2975,Date Movie,2006,84795656,48548426
2976,Jackass Number Two,2006,84618532,72778712
2977,Pan's Labyrinth,2006,83258226,37634615
2978,Firewall,2006,82751189,48751189
2979,Hostel,2006,80578934,47326473
2980,Curse of the Golden Flower,2006,78568977,6566773
2981,The Sentinel,2006,77920346,36280697
2982,The Lives of Others,2006,77356942,11286112
2983,United 93,2006,76286096,31483450
2984,Lady in the Water,2006,72785169,42285169
2985,The Grudge 2,2006,70711175,39143839
2986,Children of Men,2006,69959751,35552383
2987,Curious George,2006,69834815,58360760
2988,The Hills Have Eyes,2006,69623713,41778863
2989,John Tucker Must Die,2006,68824550,41011711
2990,Letters from Iwo Jima,2006,68673228,13756082
2991,Fearless,2006,68072848,24633730
2992,When a Stranger Calls,2006,66966987,47860214
2993,Flags of Our Fathers,2006,65900249,33602376
2994,Take the Lead,2006,65742529,34742066
2995,16 Blocks,2006,65664721,36895141
2996,The Benchwarmers,2006,64957291,59843754
2997,Madea's Family Reunion,2006,63368939,63318000
2998,Snakes on a Plane,2006,62022014,34020814
2999,My Super Ex-Girlfriend,2006,60984606,22530295
3000,Marie Antoinette,2006,60917189,15962471
3001,Invincible,2006,58480828,57806952
3002,She's the Man,2006,57194667,33741133
3003,Lucky Number Slevin,2006,56308881,22495466
3004,The Ant Bully,2006,55181129,28142535
3005,Stranger Than Fiction,2006,53653224,40660952
3006,The Texas Chainsaw Massacre: The Beginning,2006,51764406,39517763
3007,Notes on a Scandal,2006,49752391,17510118
3008,An Inconvenient Truth,2006,49749351,24146161
3009,The Black Dahlia,2006,49332692,22545080
3010,The Last King of Scotland,2006,48363516,17606684
3011,Deck the Halls,2006,47231070,35093569
3012,The Nativity Story,2006,46432264,37629831
3013,We Are Marshall,2006,43545364,43545364
3014,Last Holiday,2006,43343247,38399961
3015,Glory Road,2006,42938449,42647449
3016,Crank,2006,42931041,27838408
3017,A Good Year,2006,42064105,7459300
3018,Gridiron Gang,2006,41480851,38432823
3019,Man of the Year,2006,41237648,37327390
3020,Thank You for Smoking,2006,39323027,24793509
3021,Scoop,2006,39215642,10525717
3022,The Wicker Man,2006,38756278,23649127
3023,Basic Instinct 2,2006,38629478,5971336
3024,Accepted,2006,38505009,36323505
3025,Employee of the Month,2006,38368909,28444855
3026,Just My Luck,2006,38159905,17326650
3027,The Covenant,2006,37597471,23380495
3028,Miss Potter,2006,35078241,3005605
3029,Love and Honour,2006,33755574,60910
3030,Tell No One,2006,33406992,6177192
3031,Dhoom 2,2006,32396427,2643586
3032,Stick It,2006,31976848,26910736
3033,Ultraviolet,2006,31070211,18535812
3034,Pulse,2006,29907685,20264436
3035,An American Haunting,2006,29612137,16298046
3036,The Valet,2006,29414553,1926800
3037,Tristan & Isolde,2006,28047963,14734633
3038,Priceless,2006,27949650,2165188
3039,Stay Alive,2006,27105095,23086480
3040,Clerks II,2006,26984975,24148068
3041,Black Book,2006,26768563,4398532
3042,The Painted Veil,2006,26522838,8060487
3043,A Prairie Home Companion,2006,25978442,20342852
3044,Kabhi Alvida Naa Kehna,2006,25229168,3275444
3045,School for Scoundrels,2006,23947685,17807569
3046,Alex Rider: Operation Stormbreaker,2006,23937870,677646
3047,Valley of the Wolves: Iraq,2006,23465471,
3048,"OSS 117: Cairo, Nest of Spies",2006,23041621,303543
3049,Aquamarine,2006,22978953,18597342
3050,Days of Glory,2006,22963701,320700
3051,The Wind that Shakes the Barley,2006,22899908,1836089
3052,Fanaa,2006,22175908,2105352
3053,The Marine,2006,22164661,18844784
3054,Unaccompanied Minors,2006,21949214,16655224
3055,Flicka,2006,21893591,21000147
3056,Black Christmas,2006,21510851,16273581
3057,Waist Deep,2006,21353303,21344312
3058,ATL,2006,21170563,21170563
3059,Bobby,2006,20704591,11242801
3060,Beerfest,2006,20387597,19185184
3061,Don,2006,19640129,2223961
3062,Akeelah and the Bee,2006,18948425,18848430
3063,See No Evil,2006,18564467,15032800
3064,Bandidas,2006,18381890,
3065,Friends with Money,2006,18245244,13368437
3066,Krrish,2006,18039685,1430721
3067,"Carry On, Munna Bhai",2006,17897527,2217562
3068,Flyboys,2006,17834865,13090630
3069,Memories of Tomorrow,2006,17696020,140200
3070,Avenue Montaigne,2006,17574836,2044858
3071,Annapolis,2006,17496992,17127992
3072,"Paris, je t'aime",2006,17471727,4899278
3073,Material Girls,2006,16907725,11449638
3074,Hollywoodland,2006,16800438,14426251
3075,Everyone's Hero,2006,16627188,14523101
3076,Omkara,2006,16466144,1244576
3077,American Dreamz,2006,16458459,7191830
3078,The Fountain,2006,15978422,10144010
3079,The Last Kiss,2006,15852401,11614790
3080,Larry the Cable Guy: Health Inspector,2006,15680099,15680099
3081,The Science of Sleep,2006,15014015,4670644
3082,Little Children,2006,14821658,5463019
3083,Bhagam Bhag,2006,14730896,789963
3084,Turistas,2006,14690987,7027762
3085,My Best Friend,2006,14687738,1426784
3086,Freedomland,2006,14655628,12512886
3087,Tenacious D in the Pick of Destiny,2006,13908762,8334575
3088,One Night with the King,2006,13728450,13395961
3089,The History Boys,2006,13401952,2706659
3090,How to Eat Fried Worms,2006,13096314,13040527
3091,Slither,2006,12834936,7802450
3092,Bon Cop Bad Cop,2006,12735126,12665721
3093,Idlewild,2006,12643027,12571185
3094,Zoom,2006,12506188,11989328
3095,End of the Spear,2006,12128105,11967000
3096,Dave Chappelle's Block Party,2006,12051924,11718595
3097,The Return,2006,11992014,7749851
3098,The Hoax,2006,11772461,7164995
3099,After the Wedding,2006,11632723,1534584
3100,Something New,2006,11483573,11468568
3101,The Nightmare Before Christmas 2006 3D Release,2006,11111265,8700869
3102,Roving Mars,2006,10978976,10407978
3103,The Night Listener,2006,10639686,7836393
3104,Facing the Giants,2006,10243159,10178331
3105,All the King's Men,2006,9450897,7221458
3106,Goya's Ghosts,2006,9448082,1000626
3107,Running Scared,2006,9380029,6855137
3108,The Page Turner,2006,9284027,209659
3109,Comedy of Power,2006,8983632,80550
3110,Breaking and Entering,2006,8974829,930469
3111,Rang De Basanti,2006,8846694,2197694
3112,Hoot,2006,8224998,8117637
3113,Water 2006 Re-release,2006,8172058,3278815
3114,Summer in Berlin,2006,7718317,8340
3115,A Scanner Darkly,2006,7659654,5501616
3116,DOA: Dead or Alive,2006,7516532,480813
3117,Running with Scissors,2006,7460797,7022827
3118,Phat Girlz,2006,7403491,7061128
3119,It's a Boy Girl Thing,2006,7385679,848
3120,Trust the Man,2006,7353118,1530535
3121,I Served the King of England,2006,7319210,617403
3122,Venus,2006,7261490,3347411
3123,Golden Door,2006,7226020,1070769
3124,Hard Candy,2006,7022209,1024640
3125,Crossover,2006,7009668,7009668
3126,Private Fears In Public Places (Coeurs),2006,6855294,134636
3127,The Unknown Woman,2006,6850853,152114
3128,Kenny,2006,6732051,69220
3129,Grandma's Boy,2006,6566277,6090172
3130,Copying Beethoven,2006,6191746,384029
3131,Van Wilder 2: The Rise of Taj,2006,6086508,4300645
3132,Vitus,2006,6079556,187480
3133,Jindabyne,2006,6044112,400438
3134,Harsh Times,2006,5967038,3337931
3135,For Your Consideration,2006,5925637,5549923
3136,The Good German,2006,5914908,1308696
3137,Catch a Fire,2006,5710236,4299773
3138,Shortbus,2006,5516192,1985292
3139,Severance,2006,5515163,137221
3140,Kabul Express,2006,5091289,302458
3141,Confetti,2006,4808625,228498
3142,Half Nelson,2006,4660481,2697938
3143,Let's Go to Prison,2006,4630045,4630045
3144,Shaadi Karke Phas Gaya Yaar,2006,4423137,223137
3145,Keeping Up with the Steins,2006,4409373,4339241
3146,The Lost City,2006,4386236,2484186
3147,Inland Empire,2006,4037577,861355
3148,Tristram Shandy: A Cock and Bull Story,2006,3931982,1253413
3149,Brick,2006,3919254,2075743
3150,Trailer Park Boys: The Movie,2006,3868567,3860678
3151,The Polar Express 2006 IMAX Release,2006,3765011,2940722
3152,Riding Alone for Thousands of Miles,2006,3752325,252325
3153,BloodRayne,2006,3650275,2405420
3154,Factory Girl,2006,3572632,1675241
3155,Lovewrecked,2006,3505963,
3156,Ten Canoes,2006,3360030,283654
3157,Boynton Beach Club,2006,3350115,3127472
3158,Unknown,2006,3338228,26403
3159,Art School Confidential,2006,3306629,3297137
3160,Heading South,2006,3294052,898468
3161,Lady Chatterley,2006,3200383,687414
3162,Wordplay,2006,3177636,3121270
3163,The Boss of It All,2006,3111395,51548
3164,Nomad: The Warrior,2006,3088685,79123
3165,Samoan Wedding,2006,2993332,72244
3166,Romance & Cigarettes,2006,2935242,557471
3167,Wah-Wah,2006,2846148,234750
3168,Them,2006,2727971,50057
3169,O Jerusalem,2006,2724303,234480
3170,Find Me Guilty,2006,2636637,1173643
3171,Imagine Me & You,2006,2635305,672243
3172,Infamous,2006,2613717,1151330
3173,After Dark's Horror Fest: 8 Films to Die For,2006,2575000,2575000
3174,The Man of My Life,2006,2542577,7704
3175,Quinceañera,2006,2522787,1692693
3176,Lonely Hearts,2006,2520835,188565
3177,Still Life,2006,2504465,76983
3178,Ask the Dust,2006,2460057,743847
3179,A Family Secret,2006,2438422,2438422
3180,Fur: An Imaginary Portrait of Diane Arbus,2006,2305841,223202
3181,Strangers with Candy,2006,2254124,2072645
3182,Fast Food Nation,2006,2209322,1005539
3183,Neil Young: Heart of Gold,2006,2201933,1904606
3184,Candy,2006,2105096,45128
3185,Right at Your Door,2006,2043704,65018
3186,A Guide to Recognizing Your Saints,2006,2035468,517809
3187,The Wedding Weekend,2006,1985004,1215045
3188,The Italian,2006,1983666,555436
3189,Election 2,2006,1833853,55758
3190,Renaissance,2006,1831348,70644
3191,Dans Paris,2006,1810452,63667
3192,The Notorious Bettie Page,2006,1778006,1415082
3193,Sweet Land,2006,1774931,1706325
3194,Who Killed the Electric Car?,2006,1764304,1678874
3195,Starter for 10,2006,1730047,216839
3196,The Breed,2006,1689984,14500
3197,Jaan-E-Mann: Let's Fall in Love... Again,2006,1656433,650000
3198,Lights in the Dusk,2006,1615018,14056
3199,Night of the Living Dead 3D,2006,1553837,271000
3200,The Road to Guantanamo,2006,1508988,326876
3201,Guadalupe,2006,1490641,848139
3202,Why We Fight,2006,1439972,1439972
3203,Peaceful Warrior,2006,1433261,1066748
3204,The U.S. vs. John Lennon,2006,1408065,1109146
3205,10 Items or Less,2006,1399222,83291
3206,Leonard Cohen: I'm Your Man,2006,1398424,1044254
3207,Roméo et Juliette,2006,1386582,1386582
3208,Climates,2006,1385085,119958
3209,Snow Cake,2006,1381665,26651
3210,Umrao Jaan,2006,1371723,485000
3211,Blame it on Fidel,2006,1360243,168065
3212,The Work and the Glory III: A House Divided,2006,1325092,1325092
3213,Reprise,2006,1297260,554826
3214,Driving Lessons,2006,1230595,239962
3215,Exiled,2006,1230135,51957
3216,House of Sand,2006,1178175,539285
3217,Man About Town,2006,1165186,
3218,Humko Deewana Kar Gaye,2006,1149417,250083
3219,Red Road,2006,1128345,154892
3220,Bamako,2006,1059232,112351
3221,Family Law,2006,1059092,38605
3222,Conversations with God,2006,1021803,425045
3223,Jesus Camp,2006,1013596,902544
3224,Conversations with Other Women,2006,973525,379418
3225,Chup Chup Ke,2006,942905,334618
3226,Santa vs. the Snowman 3D 2006 Re-release,2006,928275,928275
3227,The Dead Girl,2006,905291,19875
3228,The Celestine Prophecy,2006,903680,617236
3229,Looking for Comedy in the Muslim World,2006,902312,888975
3230,Death of a President,2006,869352,519086
3231,Down in the Valley,2006,852872,568932
3232,American Masters: Sketches of Frank Gehry,2006,835007,439309
3233,Esma's Secret - Grbavica,2006,820170,43460
3234,The Groomsmen,2006,818970,128911
3235,Army of Shadows,2006,810532,741766
3236,13 Tzameti,2006,795223,121390
3237,Chronicle of an Escape,2006,763742,2370
3238,Malamaal Weekly,2006,754009,204612
3239,Another Gay Movie,2006,745327,654132
3240,The King,2006,740210,282183
3241,Deep Water,2006,727202,271143
3242,Time,2006,721712,16070
3243,49 Up,2006,696975,241772
3244,Feast,2006,688854,56131
3245,My First Wedding,2006,666154,14982
3246,The Oh in Ohio,2006,648183,418689
3247,Sleeping Dogs Lie,2006,638627,15745
3248,Wassup Rockers,2006,634074,221574
3249,Summer of '04,2006,632017,20474
3250,Sherrybaby,2006,622806,199176
3251,Klimt,2006,584991,97656
3252,Viva Pedro!,2006,579539,579539
3253,Wondrous Oblivion 2006 Re-release,2006,571562,88560
3254,Tideland,2006,566611,66453
3255,12:08 East of Bucharest,2006,523703,91881
3256,Shadowboxer,2006,519802,370627
3257,Home of the Brave,2006,499620,51708
3258,Color Me Kubrick,2006,497009,71190
3259,Beyond the Gates 2006 Re-release,2006,491155,40848
3260,Idiocracy,2006,485199,444093
3261,Dynamite Warrior,2006,483737,52292
3262,Beer League,2006,472185,472185
3263,Church Ball,2006,464991,464991
3264,The Second Chance,2006,463542,463542
3265,Romeo & Juliet: Sealed with a Kiss,2006,463002,463002
3266,London to Brighton,2006,449681,6700
3267,The Heart of the Game,2006,446446,445374
3268,As You Like It,2006,442515,
3269,When Do We Eat?,2006,431513,431513
3270,The Devil and Daniel Johnston,2006,430982,334450
3271,Offside,2006,426532,180530
3272,Preaching to the Choir,2006,405191,405191
3273,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2006,404870,349132
3274,Flanders,2006,402252,22788
3275,Times and Winds,2006,387396,6176
3276,The Quiet,2006,381420,381420
3277,American Hardcore,2006,376057,279665
3278,Five Fingers,2006,352089,
3279,This Film Is Not Yet Rated,2006,339609,306845
3280,Zinda,2006,332491,332491
3281,Shaadi Se Pehle,2006,331676,111678
3282,Cheech,2006,329972,329972
3283,Deliver Us from Evil,2006,327205,201275
3284,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,2006,319021,319021
3285,Poison Friends,2006,316184,13665
3286,Adam & Steve,2006,309404,309404
3287,Belle toujours,2006,303867,10921
3288,Old Joy,2006,301047,255923
3289,The Wedding Curse,2006,300454,300454
3290,Taxi No. 9 2 11: Nau Do Gyarah,2006,292794,292794
3291,Only Human 2006 Re-release,2006,284961,284961
3292,Dirty,2006,274245,274245
3293,The Rules of the Game,2006,273641,273641
3294,Fierce People,2006,269755,85410
3295,Bubble,2006,260925,145626
3296,Requiem 2006 Re-release,2006,260877,9600
3297,The War Tapes,2006,254190,254190
3298,Love's Abiding Joy,2006,252726,252726
3299,Broken Bridges,2006,252539,252539
3300,Drawing Restraint 9,2006,251009,234743
3301,Edmond,2006,243524,131719
3302,Pyare Mohan,2006,241841,150198
3303,Iraq in Fragments,2006,240888,204462
3304,Black Gold,2006,227105,93477
3305,Unidentified,2006,224099,224099
3306,The Genius Club,2006,223827,
3307,The Death of Mr. Lazarescu,2006,216922,80301
3308,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,212780,144601
3309,The Journals of Knud Rasmussen,2006,209478,209478
3310,Tamara,2006,206871,206871
3311,The Bridge,2006,205724,179780
3312,Glastonbury,2006,202041,8419
3313,Haven,2006,197312,142483
3314,The Puffy Chair,2006,195254,194523
3315,In the Pit,2006,194258,10433
3316,Awesome; I Fuckin' Shot That!,2006,177683,162538
3317,Lonesome Jim,2006,174815,154187
3318,The Fallen Idol,2006,173566,141502
3319,The Great New Wonderful,2006,172055,150142
3320,Our Brand Is Crisis,2006,166750,166750
3321,Come Early Morning,2006,161408,119452
3322,Broken Sky,2006,160445,29185
3323,Cocaine Cowboys,2006,160347,150056
3324,Mountain Patrol 2006 Re-release,2006,159460,143383
3325,2005 Academy Award Nominated Short Films,2006,157415,157415
3326,Il ne faut jurer... de rien! 2006 Re-release,2006,155878,23442
3327,El Topo,2006,155820,80302
3328,The Mostly Unfabulous Social Life of Ethan Green,2006,153122,153122
3329,Jonestown: The Life and Death of Peoples Temple,2006,148292,148292
3330,A Soap,2006,145135,4164
3331,10th & Wolf,2006,143451,54702
3332,In Between Days,2006,141616,23465
3333,Opal Dream,2006,140666,14443
3334,What the Bleep!?: Down the Rabbit Hole,2006,138913,138913
3335,Lies and Alibis,2006,138704,
3336,Stolen,2006,132596,132596
3337,Unknown White Male,2006,131256,126836
3338,Karla,2006,130416,
3339,Game 6,2006,129664,129664
3340,Flannel Pajamas,2006,123301,123301
3341,Mutual Appreciation,2006,121292,103509
3342,I Am a Sex Addict,2006,120790,115694
3343,Mongolian Ping Pong,2006,119732,71223
3344,12 and Holding,2006,119195,96464
3345,Sir! No Sir!,2006,116944,116944
3346,Winter Passing,2006,113783,107492
3347,Captain Sabertooth 2006 Re-release,2006,105152,105152
3348,2 or 3 Things I Know About Her,2006,104038,104038
3349,The Real Dirt on Farmer John,2006,103714,65429
3350,Al Franken: God Spoke,2006,102990,102990
3351,Mini's First Time,2006,102676,49034
3352,Being Cyrus,2006,100184,100184
3353,Absolute Wilson,2006,98730,66217
3354,Red Doors,2006,97848,97848
3355,Somersault 2006 Re-release,2006,92214,92214
3356,Beowulf & Grendel,2006,92076,68820
3357,Anthony Kaun Hai?,2006,88420,55418
3358,America: Freedom to Fascism,2006,87400,87400
3359,The Zodiac,2006,86872,45148
3360,Color of the Cross,2006,85802,85802
3361,51 Birch Street,2006,84689,84689
3362,Mozart and the Whale,2006,84447,36006
3363,Brothers of the Head,2006,84425,45082
3364,Mannat,2006,80119,53589
3365,Suits on the Loose,2006,79470,79470
3366,Unconscious,2006,72275,68501
3367,Cavite,2006,70071,70071
3368,Close to Home,2006,67110,20931
3369,D' Lucky Ones!,2006,64352,64352
3370,Vajra Sky Over Tibet,2006,62356,62356
3371,Poster Boy,2006,62062,62062
3372,Aurora Borealis,2006,60729,60729
3373,Pyaar Ke Side Effects,2006,60714,30230
3374,Pandora's Box,2006,57472,53485
3375,Man Push Cart,2006,55903,36608
3376,That Man: Peter Berlin,2006,55398,55398
3377,Kalamazoo?,2006,53609,53609
3378,Plagues and Pleasures on the Salton Sea,2006,53471,53471
3379,Close to You,2006,52654,52654
3380,Screamers,2006,52034,52034
3381,The Strange Case of Dr. Jekyll and Mr. Hyde,2006,51721,24216
3382,Moonlight,2006,51570,51570
3383,The Motel,2006,51540,51540
3384,Shakespeare Behind Bars,2006,48594,48594
3385,Sisters in Law,2006,48526,33312
3386,Be with Me,2006,48443,1365
3387,Two Weeks,2006,47986,47986
3388,Tibet: A Buddhist Trilogy,2006,47243,47243
3389,Azumi 2006 Re-release,2006,41803,41803
3390,Backstage,2006,40507,12663
3391,Khosla Ka Ghosla!,2006,40194,26472
3392,Rape of the Soul,2006,39975,39975
3393,The Blossoming of Maximo Oliveros,2006,38691,28041
3394,Eating Out 2: Sloppy Seconds,2006,37072,37072
3395,Monkey Warfare,2006,36875,36875
3396,Paper Dolls,2006,36577,36577
3397,Been Rich All My Life,2006,36406,36406
3398,Can Mr. Smith Get to Washington Anymore?,2006,35397,35397
3399,Swimmers,2006,34812,34812
3400,American Gun,2006,34138,24098
3401,"My Country, My Country",2006,33620,33620
3402,Loverboy 2006 Re-release,2006,33223,33223
3403,Fanfan la Tulipe,2006,30590,30590
3404,Take My Eyes 2006 Re-release,2006,30496,30496
3405,Standing Still,2006,30142,30142
3406,Henri Cartier-Bresson: The Impassioned Eye,2006,29710,29710
3407,Romántico,2006,29460,29460
3408,The Piano Tuner of EarthQuakes,2006,29121,29121
3409,The Heart Is Deceitful Above All Things 2006 Re-release,2006,29058,29058
3410,Guys and Balls 2006 Re-release,2006,28324,28324
3411,Boys Briefs 4,2006,27449,27449
3412,Who Gets to Call It Art?,2006,27344,27344
3413,Iron Island,2006,27177,27177
3414,Abduction: The Megumi Yokota Story,2006,26859,26859
3415,Trudell,2006,26756,26756
3416,Through the Fire,2006,25752,25752
3417,Fuck,2006,25428,22359
3418,Wrestling with Angels: Playwright Tony Kushner,2006,24729,24729
3419,Two Drifters,2006,24452,24452
3420,Off the Black,2006,24425,24425
3421,When the Sea Rises 2006 Re-release,2006,24038,24038
3422,Islam: What the West Needs to Know,2006,22938,22938
3423,Ambrose Bierce: Civil War Stories,2006,22918,22918
3424,Dead Fish,2006,22679,
3425,Falcone,2006,22300,22300
3426,Giuliani Time,2006,21967,21967
3427,So Much So Fast,2006,21525,21525
3428,Yang Ban Xi: The 8 Modelworks,2006,21244,21244
3429,The Case of the Grinning Cat,2006,20944,20944
3430,Killer Diller,2006,20795,20795
3431,4,2006,20523,20523
3432,London,2006,20361,20361
3433,Words of My Perfect Teacher,2006,20318,20318
3434,State of Fear,2006,20055,20055
3435,The Ground Truth,2006,20013,20013
3436,Favela Rising,2006,19781,19781
3437,Invisible Waves,2006,19293,
3438,Suicide Killers,2006,18239,18239
3439,Cruel World,2006,17986,17986
3440,20 Centimeters 2006 Re-release,2006,17632,6635
3441,Film Geek,2006,17341,17341
3442,Ever Again,2006,17304,17304
3443,April's Shower,2006,16377,16377
3444,Captive,2006,16259,16259
3445,I Like Killing Flies,2006,16214,16214
3446,Matthew Barney: No Restraint,2006,16136,16136
3447,Land of the Blind,2006,15180,5244
3448,Hannari: Geisha Modern,2006,14974,14974
3449,Name,2006,14804,14804
3450,The Devil's Miner,2006,14289,14289
3451,The Architect,2006,13737,13737
3452,Who the #$&% Is Jackson Pollock?,2006,13710,13710
3453,One Last Thing...,2006,13334,13334
3454,The World According to Shorts,2006,12908,12908
3455,I Trust You to Kill Me,2006,12854,12854
3456,Christmas at Maxwell's,2006,12781,12781
3457,Autumn,2006,12655,12655
3458,"The Photographer, His Wife, Her Lover",2006,12546,12546
3459,3 Needles,2006,12327,
3460,Woman Is the Future of Man 2006 Re-release,2006,11807,11807
3461,Dead Man's Shoes 2006 Re-release,2006,11777,6408
3462,Waltzing Anna,2006,11455,11455
3463,Live Freaky Die Freaky,2006,11290,11290
3464,The Conrad Boys,2006,11001,11001
3465,White Rainbow,2006,10529,10529
3466,Forgiving Dr. Mengele,2006,10403,10403
3467,...So Goes the Nation,2006,10337,10337
3468,Zindaggi Rocks,2006,10172,10172
3469,Sólo con Tu Pareja,2006,9915,9915
3470,Blackballed: The Bobby Dukes Story,2006,9528,9528
3471,Crazy Like a Fox,2006,9376,9376
3472,Rolling Family 2006 Re-release,2006,9291,9291
3473,Illusion,2006,9261,9261
3474,Fall to Grace,2006,8043,8043
3475,Coastlines,2006,7883,7883
3476,Zerophilia,2006,7763,7763
3477,Kill Your Idols,2006,7753,7753
3478,El sueño del regreso,2006,7668,7668
3479,The Whore's Son,2006,7656,7656
3480,Masai: The Rain Warriors 2006 Re-release,2006,7650,7650
3481,loudQUIETloud: A Film About the Pixies,2006,7506,7506
3482,The Cult of the Suicide Bomber,2006,7451,7451
3483,Kettle of Fish,2006,7196,7196
3484,Saint of 9/11,2006,7137,7137
3485,"Sorry, Haters",2006,7129,7129
3486,Mendy,2006,7123,7123
3487,We Go Way Back,2006,6529,6529
3488,Beyond Honor,2006,6437,6437
3489,Dreamland,2006,6383,6383
3490,Jailbait,2006,5741,5741
3491,Pizza,2006,5716,5716
3492,Unnatural & Accidental,2006,5420,5420
3493,Say Uncle,2006,5361,5361
3494,Hair High,2006,5342,5342
3495,Mouth to Mouth,2006,5318,2150
3496,Room,2006,5228,5228
3497,King Leopold's Ghost,2006,5194,5194
3498,The Pusher Trilogy,2006,4815,4815
3499,50 Ways of Saying Fabulous,2006,4800,4800
3500,Street Fight,2006,4779,4779
3501,The Fall of Fujimori,2006,4630,4630
3502,The Dogwalker 2006 Re-release,2006,4604,4604
3503,The Tollbooth,2006,4546,4546
3504,Looking for Kitty,2006,4480,4480
3505,Cowboy del Amor,2006,4438,4438
3506,Coffee Date,2006,4412,4412
3507,Simon 2006 Re-release,2006,4055,4055
3508,Psychopathia Sexualis,2006,4012,4012
3509,Going Under,2006,3917,3917
3510,Shock to the System,2006,3768,3768
3511,Blossoms of Fire,2006,3365,3365
3512,Calvaire,2006,3260,3260
3513,95 Miles to Go,2006,3195,3195
3514,Four Eyed Monsters,2006,3135,3135
3515,Dog Lover's Symphony,2006,2968,2968
3516,Agnes and His Brothers 2006 Re-release,2006,2731,2731
3517,Out of Place: Memories of Edward Said,2006,2547,2547
3518,Herbie Hancock: Possibilities,2006,2493,2493
3519,Rank,2006,2485,2485
3520,The Big Question,2006,2248,2248
3521,Mirage,2006,2241,2241
3522,Workingman's Death,2006,2214,2214
3523,George Bush Goes to Heaven,2006,2192,2192
3524,The Tenants,2006,2010,2010
3525,The Surfer King,2006,1990,1990
3526,FAQs,2006,1967,1967
3527,Abominable,2006,1810,1810
3528,Power and Terror: Noam Chomsky in Our Times 2006 Re-release,2006,1703,1703
3529,Headspace,2006,1650,1650
3530,The Colour of Olives,2006,1169,1169
3531,The Ister,2006,1124,1124
