,Title,Year,Worldwide,Domestic
7125,Kung Fu Joe,2012,15120,15120
7126,Trade of Innocents,2012,15091,15091
7127,Caught in the Web,2012,15033,1067
7128,The Prey 2012 Re-release,2012,14738,13959
7129,30 Beats,2012,14693,14693
7130,Unraveled,2012,14615,14615
7131,Tristana,2012,14586,14586
7132,Never Stand Still,2012,14272,14272
7133,We Won't Grow Old Together,2012,14104,14104
7134,Gayby,2012,14062,14062
7135,6 Month Rule,2012,14057,14057
7136,Head Games,2012,14056,14056
7137,Falling Away,2012,13869,13869
7138,Daisies,2012,13692,13692
7139,The Law in These Parts,2012,13683,13683
7140,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,2012,13598,13598
7141,Dysfunctional Friends,2012,13546,13546
7142,The Trouble with Bliss,2012,13093,13093
7143,Nothing But a Man,2012,13063,13063
7144,"How Much Does Your Building Weigh, Mr Foster? 2012 Re-release",2012,13013,13013
7145,Virginia,2012,12728,12728
7146,Husbands in Goa,2012,12588,10135
7147,Around June,2012,12578,12578
7148,Call Me Kuchu,2012,12110,9124
7149,Lost Angels: Skid Row Is My Home,2012,12025,12025
7150,11 Flowers,2012,11599,9213
7151,Ultrasuede: In Search of Halston,2012,11539,11539
7152,"Now, Forager",2012,11146,11146
7153,Wallander: Hämnden 2012 Re-release,2012,10960,10960
7154,The Man Who Shook the Hand of Vicente Fernandez,2012,10782,10782
7155,China Heavyweight,2012,10550,10550
7156,Santa Mesa,2012,10490,10490
7157,Neon Flesh 2012 Re-release,2012,10483,
7158,Putin's Kiss,2012,10082,10082
7159,Arjun: The Warrior Prince,2012,10017,10017
7160,The Do-Deca-Pentathlon,2012,10000,10000
7161,The City Dark,2012,9269,9269
7162,Decoding Deepak,2012,9100,9100
